time_step,topology,seed,load_scale,method,scenario,failed_link,commodity_rank,source,destination,disrupted_amount,demand_value,commodity_disruption_ratio
24,sample_backbone,11,0.8,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,3.7512134,3.751213412458512,0.9999999966788048
24,sample_backbone,11,0.8,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,3,0,5,3.4922645,4.130925448498683,0.8453951889325929
24,sample_backbone,11,0.8,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,1,3.2317814,3.231781386739707,1.000000004103091
24,sample_backbone,11,0.8,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,5,2,5,3.0504557,3.050455700308821,0.9999999998987623
24,sample_backbone,11,0.8,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,1,1,3,3.6511576,3.651157595090605,1.0000000013446133
24,sample_backbone,11,0.8,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,5,3.1308866,3.1308866477034174,0.9999999847636077
24,sample_backbone,11,0.8,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,3,3,0,2.8445288,3.805106081125913,0.7475557157550565
24,sample_backbone,11,0.8,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,2.6858071,2.6858070825866447,1.000000006483472
24,sample_backbone,11,0.8,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,5,4,1,1.8903693,3.17323580188273,0.5957229207102777
24,sample_backbone,11,0.8,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,1,3,2,5.5948364,5.594836427472922,0.9999999950895934
24,sample_backbone,11,0.8,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,4.786718,4.786717966809936,1.0000000069337829
24,sample_backbone,11,0.8,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,5,4.3056336,4.305633601719363,0.9999999996006714
24,sample_backbone,11,0.8,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,1,4.0514484,4.051448383617612,1.000000004043588
24,sample_backbone,11,0.8,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,5,4.0014389,5.263500568139807,0.7602238943833084
24,sample_backbone,11,0.8,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,0,4.8847347,5.166961672917944,0.94537854337159
24,sample_backbone,11,0.8,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,4.6764847,4.676484703890689,0.9999999991680312
24,sample_backbone,11,0.8,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,3,1,5,3.5612147,3.561214668961403,1.0000000087157332
24,sample_backbone,11,0.8,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,2.4502523,2.450252320044367,0.9999999918194682
24,sample_backbone,11,0.8,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,5,4,1,2.164774,3.84715849341817,0.5626942595953761
24,sample_backbone,11,0.8,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,1,3,2,4.9181395,4.918139457702637,1.0000000086002772
24,sample_backbone,11,0.8,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,4.4670396,4.467039585113525,1.0000000033325145
24,sample_backbone,11,0.8,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,5,4.1280646,4.1280646324157715,0.9999999921474652
24,sample_backbone,11,0.8,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,1,3.2009826,3.570779800415039,0.8964379712319263
24,sample_backbone,11,0.8,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,5,3.1407531,4.656131267547607,0.6745413562307577
24,sample_backbone,11,0.8,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,1,1,3,3.8461926,3.8461925983428955,1.000000000430843
24,sample_backbone,11,0.8,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,5,3.3742445,3.374244451522827,1.000000014366823
24,sample_backbone,11,0.8,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,3,3,0,3.0522841,4.49306583404541,0.6793321559795226
24,sample_backbone,11,0.8,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,2.9307585,2.930758476257324,1.0000000081012053
24,sample_backbone,11,0.8,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,5,4,1,2.3829755,3.6612191200256348,0.6508694022070209
24,sample_backbone,11,0.8,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,3,2,5.0228801,5.0228800773620605,1.000000004506964
24,sample_backbone,11,0.8,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,0,5,4.7376699,4.737669944763184,0.9999999905516459
24,sample_backbone,11,0.8,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,4.5413408,4.5413408279418945,0.9999999938472149
24,sample_backbone,11,0.8,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,2,4,3.9126325,3.912632465362549,1.000000008852723
24,sample_backbone,11,0.8,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,5,0,3.6478035,3.647803544998169,0.9999999876643113
