time_step,topology,topology_source,seed,load_scale,method_profile,experiment_label,ablation_family,ablation_variant,method,solver_status,history_window,transformer_model_dim,transformer_num_heads,transformer_num_layers,transformer_dropout,transformer_epochs,transformer_learning_rate,robust_max_scenarios,robust_num_central_scenarios,robust_include_random_scenario,robust_nominal_weight,robust_worst_case_weight,uncertainty_multiplier_config,prediction_mae,prediction_rmse,nominal_max_utilization,nominal_avg_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_served_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,robust_failure_scenarios
22,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.23200948440904556,0.30131356852688607,1.0847621844444444,0.7729057203283702,1.4832667177777776,0.0,0.7505872800418937,0.24941271995810627,0.83786497090605,0.16213502909394997,0.7453345124016696,0.8461538468613062,,,,,,
22,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.69018144018093,0.7786245751203503,0.9204717202666667,0.6558341854582223,1.2547716701833336,0.0,0.7516903186431397,0.2483096813568603,0.8374335288038631,0.16256647119613687,0.7461178620068233,0.8461538477893731,,,,,,
22,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,lstm,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.4124000507276614,0.4947041040400693,1.0043696633333334,0.7181043011172592,1.379218348888889,0.0,0.7507581631811894,0.24924183681881065,0.8387925186878925,0.1612074813121075,0.7452749970049034,0.8461538470641526,,,,,,
22,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,transformer,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.5596906116984659,0.6528893224376039,0.9556690593333332,0.6829561709607408,1.3134792488888887,0.0,0.7501741555711636,0.24982584442883643,0.8388053575821499,0.1611946424178501,0.7453799494191019,0.8461538472968223,,,,,,
23,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.6652721102474312,0.7441813526432935,1.0733956283333332,0.7626829141088887,1.463757687833333,1.5329286159999995,0.7502954796653812,0.24970452033461868,0.8280510086613034,0.17194899133869662,0.7455151825538301,0.8164338598633296,,,,,,
23,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.6386969904029105,0.7199985276967181,1.0841480333333329,0.7691177357603702,1.4786384022222223,1.5448193959999998,0.7499161392443823,0.2500838607556176,0.8284573819537843,0.1715426180462158,0.747651700965251,0.8161503058263825,,,,,,
23,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,lstm,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.8780621518783511,0.9660746237861932,1.0043696633333334,0.7181043011172592,1.379218348888889,1.4478551813333331,0.7507581631811894,0.24924183681881065,0.8266746204480001,0.17332537955199992,0.7452749970049034,0.8143293692634419,,,,,,
23,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,transformer,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.7622937821214341,0.8472002497252791,1.0396555266666667,0.7428424150814815,1.4294639688888888,1.4988093533333333,0.750108936173121,0.24989106382687892,0.827292162284792,0.1727078377152081,0.7459695360245556,0.8166040114072363,,,,,,
24,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,1.183465303976827,1.2970166572280557,1.0759881202402224,0.7651509024439229,1.4688028666666668,0.0,0.7499981749671876,0.2500018250328124,0.847998256137244,0.152001743862756,0.7447038528669065,0.846153847031335,,,,,,
24,nsfnet,topozoo/Nsfnet,7,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.8082573465127159,0.9118556394688758,1.1869999316666666,0.8448536785744445,1.6283203844999998,0.0,0.7492693011979863,0.2507306988020136,0.8474144865075363,0.1525855134924638,0.7451148050669595,0.8461538473411186,,,,,,
