time_step,topology,topology_source,seed,load_scale,method,solver_status,prediction_mae,prediction_rmse,nominal_max_utilization,nominal_avg_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_served_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,robust_failure_scenarios
22,sample_backbone,synthetic,11,1.0,current_demand_lp,Optimal,0.4391739684076203,0.5528287804037957,0.356003056,0.2895100119642416,0.6764058,0.49064639199999993,0.7369307121541129,0.2630692878458872,0.8739575974310688,0.1260424025689311,0.7793038186796877,0.9136377980620006,,,,,,
22,sample_backbone,synthetic,11,1.0,robust_current_demand_lp,Optimal,0.4391739684076203,0.5528287804037957,0.35600305428571427,0.2895100114798994,0.6764058,0.49064639199999993,0.7369307123379985,0.26306928766200144,0.8739575971432877,0.12604240285671223,0.776292840117397,0.8955765853008943,,,,0.35600305,0.6764058,1->3 & 3->1 | 2->3 & 3->2
22,sample_backbone,synthetic,11,1.0,moving_average,Optimal,0.23167349882894564,0.2935691589418939,0.38492339428571426,0.32303555830273367,0.731354448,0.5395306040000001,0.7241339212518105,0.2758660787481894,0.8623662946730959,0.13763370532690414,0.7734015735801146,0.9005865201176411,,,,,,
22,sample_backbone,synthetic,11,1.0,linear_autoregressive,Optimal,0.5289230146441803,0.7385042193605115,0.4468012736,0.3716093100968254,0.8489224160000001,0.6229901057142858,0.7147918518769273,0.28520814812307277,0.8650686897188337,0.1349313102811663,0.7701808859952516,0.9030377940532232,,,,,,
22,sample_backbone,synthetic,11,1.0,lstm,Optimal,0.38550253471171936,0.48952084201497187,0.35356207999999995,0.2983245995228836,0.6717679520000001,0.4987596,0.7230335159879442,0.2769664840120558,0.8596746617949269,0.14032533820507306,0.7723735986299739,0.8987403402427614,,,,,,
22,sample_backbone,synthetic,11,1.0,uncertainty_aware_lstm_robust_lp,Optimal,0.38550253471171936,0.48952084201497187,0.36488396799999995,0.30605606820321873,0.693279536,0.5142367,0.724089275946612,0.27591072405338796,0.8612153230414318,0.1387846769585682,0.7644551132372672,0.8903513821097121,0.3334009051322937,0.842985987663269,1.0273827815200993,0.36488396,0.69327953,1->3 & 3->1 | 2->3 & 3->2
22,sample_backbone,synthetic,11,1.0,transformer,Optimal,0.2897299884174992,0.39300254433397014,0.35768787777777783,0.3102778940677249,0.679606964,0.510083244,0.721288122350236,0.2787118776497641,0.8523766831391871,0.14762331686081298,0.7635652949473379,0.8900061241458401,,,,,,
23,sample_backbone,synthetic,11,1.0,current_demand_lp,Optimal,0.40360348255864453,0.5474493961775878,0.383395354,0.33895487392791,0.7284511640000001,0.5603764542857143,0.7223742416732691,0.2776257583267309,0.90185455225227,0.09814544774773007,0.7656233364775026,0.9119137117271903,,,,,,
23,sample_backbone,synthetic,11,1.0,robust_current_demand_lp,Optimal,0.40360348255864453,0.5474493961775878,0.383395352,0.3389548741970899,0.7284511640000001,0.5603764542857143,0.7223742416732691,0.2776257583267309,0.901854552495782,0.09814544750421814,0.7505924067710166,0.9101040947012751,,,,0.38339535,0.72845117,1->3 & 3->1 | 2->3 & 3->2
23,sample_backbone,synthetic,11,1.0,moving_average,Optimal,0.5601256234453647,0.685989899939222,0.3807581257142857,0.31787518176843027,0.72344044,0.537681,0.7255112681968062,0.2744887318031938,0.9079936830948777,0.09200631690512236,0.7759828384659679,0.9190652958128482,,,,,,
23,sample_backbone,synthetic,11,1.0,linear_autoregressive,Optimal,0.5901575168332112,0.7958756830725956,0.38831527879999994,0.32046594450798943,0.737799028,0.55210782,0.7168700570229645,0.2831299429770356,0.9072080214640952,0.09279197853590478,0.7731571608217047,0.9118670981956057,,,,,,
23,sample_backbone,synthetic,11,1.0,lstm,Optimal,0.37046491854105523,0.49484869875567433,0.4017228285714286,0.3397314210940035,0.763273372,0.577088882857143,0.7224254594788168,0.2775745405211833,0.9046735184751946,0.09532648152480534,0.769422650775795,0.9168837614507567,,,,,,
23,sample_backbone,synthetic,11,1.0,uncertainty_aware_lstm_robust_lp,Optimal,0.37046491854105523,0.49484869875567433,0.413044716,0.3474628876465167,0.784784956,0.5886950285714286,0.7233717896390701,0.2766282103609298,0.9056788094473704,0.09432119055262957,0.7651776824264086,0.916686914589565,0.3334009051322937,0.842985987663269,1.024096302198756,0.41304471,0.78478496,1->3 & 3->1 | 2->3 & 3->2
23,sample_backbone,synthetic,11,1.0,transformer,Optimal,0.335449816608506,0.4518655079644722,0.40014936399999995,0.34671839824999995,0.760283788,0.5864538514285714,0.7205543647275496,0.27944563527245037,0.9040750562118629,0.09592494378813714,0.7653208401526018,0.9164315354502547,,,,,,
24,sample_backbone,synthetic,11,1.0,current_demand_lp,Optimal,0.589466995653847,0.7534916120350442,0.4321292288888889,0.3786730117645503,0.8210455360000001,0.5864610966666667,0.7266639234414882,0.2733360765585119,0.8427709270698582,0.15722907293014177,0.7662734442829493,0.8698058883886477,,,,,,
24,sample_backbone,synthetic,11,1.0,robust_current_demand_lp,Optimal,0.589466995653847,0.7534916120350442,0.4321292320000001,0.37867301166671075,0.8210455360000001,0.5864610966666667,0.7266639233687187,0.27333607663128134,0.8427709278703224,0.15722907212967757,0.7579766810966101,0.87211219252314,,,,0.43212923,0.82104553,1->3 & 3->1 | 2->3 & 3->2
24,sample_backbone,synthetic,11,1.0,moving_average,Optimal,1.1289776806242489,1.325004300230845,0.38091646,0.3184292792783069,0.723741272,0.5169580533333334,0.7262134005807284,0.2737865994192716,0.8376889465406486,0.16231105345935143,0.7761820017135942,0.8737553917314385,,,,,,
