time_step,topology,topology_source,seed,load_scale,method_profile,experiment_label,ablation_family,ablation_variant,method,solver_status,history_window,transformer_model_dim,transformer_num_heads,transformer_num_layers,transformer_dropout,transformer_epochs,transformer_learning_rate,robust_max_scenarios,robust_num_central_scenarios,robust_include_random_scenario,robust_nominal_weight,robust_worst_case_weight,uncertainty_multiplier_config,prediction_mae,prediction_rmse,nominal_max_utilization,nominal_avg_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_served_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,robust_failure_scenarios
22,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.2100475981254492,0.28600545107380476,0.9555820177777777,0.5646394473837302,2.0015647199999997,0.9924547022222222,0.6892232394361524,0.3107767605638477,0.859114604870603,0.14088539512939696,0.6867340767732998,0.8539925996191781,,,,,,
22,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.29213740181332515,0.3696293091338123,0.8990943111111113,0.5363280341507936,1.9119424266666663,0.9328711533333334,0.6878226295855326,0.3121773704144674,0.8572206399829171,0.142779360017083,0.6842863999153178,0.8529625636354914,,,,,,
22,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,lstm,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.31833980138988366,0.40425668518376795,0.9037189534666668,0.5332841108765873,1.8882095299999997,0.9398777146666665,0.6883030046302864,0.3116969953697136,0.8594082959258432,0.14059170407415678,0.6865560308109078,0.8539844350395204,,,,,,
22,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,transformer,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.3750390017673801,0.4660951836772533,0.8878326688888887,0.5228071958027778,1.8473457616666666,0.9210769564444443,0.6881838218212901,0.31181617817871,0.8593568273718798,0.1406431726281202,0.6866216878097416,0.8537133376126615,,,,,,
23,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.7370663972732306,0.8325399546696237,0.9375530355555555,0.5550922037650793,1.9713445283333333,0.9573148866666668,0.6885693323432085,0.3114306676567915,0.88775864981201,0.11224135018798996,0.6866415471134156,0.88181818232101,,,,,,
23,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.8181818313282962,0.9135388861677795,0.8974003800000001,0.5398303539444445,1.9271657083333333,0.9381303816666667,0.6901426551893236,0.30985734481067645,0.8905460709694495,0.10945392903055046,0.68336205563294,0.8818181828953999,,,,,,
23,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,lstm,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.8853827709640084,0.9869146388866483,0.9037189534666668,0.5332841108765873,1.8882095299999997,0.9158170933333334,0.6883030046302864,0.3116969953697136,0.8880108764213164,0.11198912357868368,0.6865560308109078,0.8818181828542746,,,,,,
23,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,transformer,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.698476411551555,0.7933423319563834,0.9551953759999999,0.5619962813972222,1.9874314116666667,0.9651491253333332,0.6882541022814613,0.3117458977185386,0.8879074814981605,0.11209251850183957,0.6863390039033559,0.8818181825154088,,,,,,
24,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,moving_average,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,1.2421953479672891,1.3636995754904875,0.9402334066666667,0.5569816244968254,1.9740481033333335,0.940233409111111,0.6892601731399342,0.31073982686006585,0.8729444250145836,0.12705557498541642,0.6865068546813142,0.8725084271542572,,,,,,
24,abilene,topozoo/Abilene,13,1.0,ml_only,transformer:tuned_b,transformer,tuned_b,linear_autoregressive,Optimal,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25,0.7561613340353596,0.8610349132074463,1.0578299822222221,0.6310069498968254,2.249386251666666,1.0578299844444443,0.6877326439539191,0.3122673560460809,0.8712855702251681,0.1287144297748319,0.6837536778643627,0.8716312253703409,,,,,,
