method,prediction_mae,prediction_rmse,nominal_max_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,random_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,topology,load_scale,seed
moving_average,0.941846568526376,1.1495414652126061,0.5037961656957265,0.9572127130153846,0.8935381449355311,0.7360494762492414,0.8388677823913563,0.2639505237507586,0.1611322176086437,0.7550770874178695,0.8478921542233823,,,,,,sample,1.2,7
lstm,0.8467122245872079,1.0218313441112394,0.4376720902705739,0.8315769692307692,0.765658353947497,0.7249664196100908,0.833047670771428,0.2750335803899092,0.166952329228572,0.7783340279521986,0.8540555626696265,,,,,,sample,1.2,11
uncertainty_aware_lstm_robust_lp,0.8467122245872079,1.0218313441112394,0.45577708463736266,0.8659764590769231,0.7972772918571428,0.7254440323754203,0.8332274925310549,0.2745559676245796,0.16677250746894517,0.7717234759062467,0.8510139557345853,0.5877714157104492,1.1208404302597046,1.0393892603662318,0.4557770830769231,0.8659764569230769,sample,1.2,11
current_demand_lp,0.5075245882782318,0.7432308414291279,0.48839692574505494,0.927954156276923,0.8385959754542125,0.7233424080627783,0.8378686954886466,0.27665759193722167,0.16213130451135332,0.7665266510504131,0.85528208295936,,,,,,sample,1.2,11
robust_current_demand_lp,0.5075245882782318,0.7432308414291279,0.4883969260200244,0.927954156276923,0.8385959754542125,0.7250154114093145,0.836195691480314,0.27498458859068553,0.16380430851968605,0.7619880827142222,0.8517005729753995,,,,0.4883969230769231,0.9279541569230769,sample,1.2,11
moving_average,0.9503702778346271,1.1523153709835416,0.49485798356156285,0.940230164923077,0.8658622643089132,0.7234845379647648,0.8347156410061822,0.27651546203523525,0.16528435899381785,0.7677761680361095,0.8516487587154014,,,,,,sample,1.2,11
linear_autoregressive,0.6178640564582829,0.8106156352817049,0.5143247330373627,0.9772169900615384,0.917752296991453,0.7211904178923779,0.8298748842384129,0.278809582107622,0.17012511576158706,0.7695578453459146,0.846882459081982,,,,,,sample,1.2,11
lstm,0.7254338673176309,0.8253332299803529,0.7593377625641027,2.024900695555556,0.9929695972051282,0.6825835780978013,0.8347133502572304,0.3174164219021986,0.16528664974276958,0.6887850407435946,0.8355721105901404,,,,,,abilene,0.8,7
linear_autoregressive,0.3699004561541906,0.4713041053547732,0.7977379703555556,1.997430224957265,1.0576430348401709,0.6825827815400645,0.8358667665408036,0.31741721845993565,0.16413323345919634,0.6893192488492232,0.8359873605653334,,,,,,abilene,0.8,7
uncertainty_aware_lstm_robust_lp,0.7254338673176309,0.8253332299803529,0.7985035758632477,1.7446124556410258,1.0436516381965812,0.6811844807289685,0.8373122935567564,0.31881551927103136,0.1626877064432436,0.6946420359042479,0.8385180845180421,0.56535804271698,1.1736900806427002,1.0500206932638876,0.7985035730769231,2.129342884615385,abilene,0.8,7
robust_current_demand_lp,0.38373529734809453,0.5267396474419717,0.8160191209538462,2.1094670076837607,1.0775232957470087,0.6810217467818771,0.8346927632592749,0.31897825321812295,0.16530723674072506,0.6886383635008084,0.8350198971160181,,,,0.8160191153846154,2.176050984615385,abilene,0.8,7
current_demand_lp,0.38373529734809453,0.5267396474419717,0.8160191214393162,2.1094670076837607,1.0775232957470087,0.6817121493727012,0.8346949071233288,0.3182878506272988,0.16530509287667117,0.6887272410130432,0.8349052210582878,,,,,,abilene,0.8,7
