time_step,topology,seed,load_scale,method,scenario,failed_link,commodity_rank,source,destination,path_rank,path_flow,path_nodes,path_edges,contains_failed_link
23,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,1,4.7085395,2 | 3,2->3,1
23,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,1,0.12118238,3 | 1 | 0,3->1 | 1->0,0
23,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,2,4.6623555,3 | 2 | 0,3->2 | 2->0,1
23,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,4.3118429,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
23,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,3.797132,0 | 2 | 3,0->2 | 2->3,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,1,0,1,1,5.6537471,0 | 1,0->1,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,1,2.8002237,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,2,0.09670409999999974,0 | 1 | 3 | 4 | 5,0->1 | 1->3 | 3->4 | 4->5,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,3,2.7125908,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,3,1,0,1,2.7638936,1 | 0,1->0,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,1,0.12118238,3 | 1 | 0,3->1 | 1->0,1
23,sample_backbone,7,1.2,lstm,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,2,4.6623555,3 | 2 | 0,3->2 | 2->0,0
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,0,5,1,5.8520904,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,1,1.0613667,2 | 4,2->4,0
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,2,5.3627804,2 | 3 | 4,2->3 | 3->4,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,4.8885875,2 | 3,2->3,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,4.5055795,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,2,1,3.5529628,3 | 2,3->2,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,1,0,1,1,5.9004474,0 | 1,0->1,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,3,1,3.0160514,0 | 1 | 3,0->1 | 1->3,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,3,2,1.0900296,0 | 2 | 3,0->2 | 2->3,0
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,3,1,0,1,2.8702545,1 | 0,1->0,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,1,1.6099252,3 | 1 | 0,3->1 | 1->0,1
23,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,2,3.3990723,3 | 2 | 0,3->2 | 2->0,0
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.0116978,2 | 3 | 5,2->3 | 3->5,1
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,1,5.0892825,2 | 3,2->3,1
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,3,5,0,1,4.6255951,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,1,0.75214289,3 | 1 | 0,3->1 | 1->0,0
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,2,4.4488664,3 | 2 | 0,3->2 | 2->0,1
23,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,3.6918023,0 | 2 | 3,0->2 | 2->3,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,1,0,1,1,6.0963707,0 | 1,0->1,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,1,3.0700965,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,2,0.15134550000000013,0 | 1 | 3 | 4 | 5,0->1 | 1->3 | 3->4 | 4->5,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,2,0,5,3,2.9405892,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,3,1,0,1,2.8984034,1 | 0,1->0,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,1,0.75214289,3 | 1 | 0,3->1 | 1->0,1
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,4,3,0,2,4.4488664,3 | 2 | 0,3->2 | 2->0,0
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,5,0,4,1,3.6472957,0 | 2 | 4,0->2 | 2->4,0
23,sample_backbone,7,1.2,transformer,random_failure_fixed,0 -> 1 & 1 -> 0,5,0,4,2,0.06462380000000012,0 | 1 | 2 | 4,0->1 | 1->2 | 2->4,1
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.821336,2 | 3 | 5,2->3 | 3->5,1
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,1,5.8255294,2 | 3,2->3,1
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,1,0.54029538,3 | 1 | 0,3->1 | 1->0,0
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,2,5.6412577,3 | 2 | 0,3->2 | 2->0,1
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,5.1594149,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,4.8120788,0 | 2 | 3,0->2 | 2->3,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,7.4215688,3 | 1,3->1,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,2,0.12726037,3 | 2 | 1,3->2 | 2->1,0
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,5.0486059,1 | 3,1->3,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,3,5,1,1,4.7029834,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,4,1,5,1,4.5292835,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,1,4.0485239,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,2,0.13474269999999944,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,0
24,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,3,3.1713952,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,0,5,1,7.3546618,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,1,0.95826402,2 | 4,2->4,0
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,2,6.933857,2 | 3 | 4,2->3 | 3->4,1
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,5.8255294,2 | 3,2->3,1
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,5.1594149,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,1,1.3746006,3 | 1 | 0,3->1 | 1->0,0
24,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,2,4.8069524,3 | 2 | 0,3->2 | 2->0,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,7.5488292,3 | 1,3->1,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,5.0486059,1 | 3,1->3,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,3,5,1,1,4.7029834,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,4,1,5,1,4.5292835,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,3,1,4.0485239,0 | 1 | 3,0->1 | 1->3,1
24,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,3,2,0.7635549,0 | 2 | 3,0->2 | 2->3,0
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.3688491,2 | 3 | 5,2->3 | 3->5,1
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,2,3,0,1,0.093308771,3 | 1 | 0,3->1 | 1->0,0
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,2,3,0,2,5.0337214,3 | 2 | 0,3->2 | 2->0,1
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,4.9150858,2 | 3,2->3,1
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,4.5246158,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,4.1383461,0 | 2 | 3,0->2 | 2->3,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,6.3697475,3 | 1,3->1,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,4.3875721,1 | 3,1->3,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,3,1,5,1,3.7819803,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,1,3.7292156,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,1,3.1569349,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,2,0.0464275999999999,0 | 1 | 3 | 4 | 5,0->1 | 1->3 | 3->4 | 4->5,1
24,sample_backbone,7,1.2,moving_average,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,3,2.7024605,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,3,1,6.3522227,2 | 3,2->3,1
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,2,5,0,1,6.0584643,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,2,5,0,2,0.042427299999999946,5 | 4 | 2 | 0,5->4 | 4->2 | 2->0,0
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,5,1,5.9412799,2 | 3 | 5,2->3 | 3->5,1
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,4,0,5,1,2.0990074,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,0
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,4,0,5,2,1.9621451000000003,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,4,0,5,3,3.9759891,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,1
24,sample_backbone,7,1.2,linear_autoregressive,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,2,1,4.458371,3 | 2,3->2,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,1,1,3,1,6.1123004,1 | 3,1->3,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,5,1,5.5545675,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,3,3,1,1,4.9897629,3 | 1,3->1,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,3,3,1,2,2.7674859,3 | 2 | 1,3->2 | 2->1,0
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,1,4.3670667,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,5,3,0,1,2.2296879,3 | 1 | 0,3->1 | 1->0,1
24,sample_backbone,7,1.2,linear_autoregressive,random_failure_fixed,1 -> 3 & 3 -> 1,5,3,0,2,4.1351061,3 | 2 | 0,3->2 | 2->0,0
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.0494828,2 | 3 | 5,2->3 | 3->5,1
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,1,4.7187881,2 | 3,2->3,1
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,1,0.12164361,3 | 1 | 0,3->1 | 1->0,0
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,3,3,0,2,4.6679777,3 | 2 | 0,3->2 | 2->0,1
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,4.3179297,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,lstm,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,3.8076239,0 | 2 | 3,0->2 | 2->3,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,6.0317039,3 | 1,3->1,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,4.1799321,1 | 3,1->3,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,3,1,5,1,3.6213121,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,1,3.4474645,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,1,2.8054206,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,2,0.09153109999999964,0 | 1 | 3 | 4 | 5,0->1 | 1->3 | 3->4 | 4->5,1
24,sample_backbone,7,1.2,lstm,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,3,2.7178959,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,0,5,1,5.8574195,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,1,1.066755,2 | 4,2->4,0
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,2,5.3643697,2 | 3 | 4,2->3 | 3->4,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,4.8988361,2 | 3,2->3,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,5,0,1,4.5116663,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,2,1,3.5616288,3 | 2,3->2,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,6.3097801,3 | 1,3->1,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,4.3671479,1 | 3,1->3,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,3,1,5,1,3.7802844,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,1,3.5878212,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,3,1,3.0160753,0 | 1 | 3,0->1 | 1->3,1
24,sample_backbone,7,1.2,uncertainty_aware_lstm_robust_lp,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,3,2,1.1004975,0 | 2 | 3,0->2 | 2->3,0
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.7785659,2 | 3 | 5,2->3 | 3->5,1
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,3,1,5.5192056,2 | 3,2->3,1
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,3,5,0,1,5.1390295,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,1,0.77405001,3 | 1 | 0,3->1 | 1->0,0
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,2,4.965369,3 | 2 | 0,3->2 | 2->0,1
24,sample_backbone,7,1.2,transformer,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,4.3026085,0 | 2 | 3,0->2 | 2->3,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,1,6.9479771,3 | 1,3->1,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,1,3,1,2,0.21273037,3 | 2 | 1,3->2 | 2->1,0
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,2,1,3,1,4.9088631,1 | 3,1->3,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,3,1,5,1,4.1046591,1 | 3 | 5,1->3 | 3->5,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,4,5,1,1,3.9276721,5 | 3 | 1,5->3 | 3->1,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,1,3.4247811,0 | 1 | 3 | 5,0->1 | 1->3 | 3->5,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,2,0.14486259999999973,0 | 1 | 3 | 4 | 5,0->1 | 1->3 | 3->4 | 4->5,1
24,sample_backbone,7,1.2,transformer,random_failure_fixed,1 -> 3 & 3 -> 1,5,0,5,3,3.0934641,0 | 2 | 3 | 4 | 5,0->2 | 2->3 | 3->4 | 4->5,0
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,7.6833391,2 | 3 | 5,2->3 | 3->5,1
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,5,0,1,6.364403,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,6.3405073,2 | 3,2->3,1
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,1,1.044319,3 | 1 | 0,3->1 | 1->0,0
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,2,5.9636431,3 | 2 | 0,3->2 | 2->0,1
25,sample_backbone,7,1.2,current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,5.1213152,0 | 2 | 3,0->2 | 2->3,1
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,7.6833391,2 | 3 | 5,2->3 | 3->5,1
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,2,5,0,1,6.364403,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,3,2,3,1,6.3405073,2 | 3,2->3,1
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,1,1.044319,3 | 1 | 0,3->1 | 1->0,0
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,4,3,0,2,5.9636431,3 | 2 | 0,3->2 | 2->0,1
25,sample_backbone,7,1.2,current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,5,0,3,1,5.1213152,0 | 2 | 3,0->2 | 2->3,1
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,1,0,5,1,8.1315455,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,1,1.1390397,2 | 4,2->4,0
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,2,7.7723993,2 | 3 | 4,2->3 | 3->4,1
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,3,5,0,1,6.364403,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,4,2,3,1,6.3405073,2 | 3,2->3,1
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,1,1.0675775,3 | 1 | 0,3->1 | 1->0,0
25,sample_backbone,7,1.2,robust_current_demand_lp,critical_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,2,5.9403847,3 | 2 | 0,3->2 | 2->0,1
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,1,0,5,1,8.1315455,0 | 2 | 3 | 5,0->2 | 2->3 | 3->5,1
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,1,1.1390397,2 | 4,2->4,0
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,2,2,4,2,7.7723993,2 | 3 | 4,2->3 | 3->4,1
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,3,5,0,1,6.364403,5 | 3 | 2 | 0,5->3 | 3->2 | 2->0,1
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,4,2,3,1,6.3405073,2 | 3,2->3,1
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,1,1.0675775,3 | 1 | 0,3->1 | 1->0,0
25,sample_backbone,7,1.2,robust_current_demand_lp,random_failure_fixed,2 -> 3 & 3 -> 2,5,3,0,2,5.9403847,3 | 2 | 0,3->2 | 2->0,1
25,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,1,2,5,1,6.4586139,2 | 3 | 5,2->3 | 3->5,1
25,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,2,3,0,1,0.13054286,3 | 1 | 0,3->1 | 1->0,0
25,sample_backbone,7,1.2,moving_average,critical_failure_fixed,2 -> 3 & 3 -> 2,2,3,0,2,5.0978036,3 | 2 | 0,3->2 | 2->0,1
