time_step,topology,topology_source,seed,load_scale,method,solver_status,prediction_mae,prediction_rmse,nominal_max_utilization,nominal_avg_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_served_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,robust_failure_scenarios
22,abilene,topozoo/Abilene,7,0.8,current_demand_lp,Optimal,0.37780630439177526,0.4877607978603491,0.6940842488888889,0.40442003182063496,1.8508913200000001,0.7616139666666666,0.6850549750909659,0.31494502490903403,0.8545912500478318,0.14540874995216824,0.690333191734234,0.8631658770217735,,,,,,
22,abilene,topozoo/Abilene,7,0.8,robust_current_demand_lp,Optimal,0.37780630439177526,0.4877607978603491,0.6940842466666666,0.4035112091246032,1.8508913200000001,0.7616139666666666,0.6846219762767528,0.3153780237232473,0.8468446279552035,0.15315537204479643,0.6901481949595646,0.8628744381801701,,,,0.69408425,1.8508913,Denver->Kansas City & Kansas City->Denver
22,abilene,topozoo/Abilene,7,0.8,moving_average,Optimal,0.19112440854639906,0.24403205471961714,0.7725096794666667,0.44881714877063494,2.0600258066666663,0.8351752693333334,0.680871821211723,0.319128178788277,0.8600236785678687,0.13997632143213137,0.6889095361906505,0.8698753751147821,,,,,,
22,abilene,topozoo/Abilene,7,0.8,linear_autoregressive,Optimal,0.29377839376991194,0.3781585565085239,0.7102571222222223,0.4145146556289682,1.8940189888888888,0.769437288888889,0.6829351432443945,0.3170648567556055,0.8724099156059366,0.12759008439406333,0.6893640194149672,0.878669493909022,,,,,,
22,abilene,topozoo/Abilene,7,0.8,lstm,Optimal,0.3132662279001526,0.3924045534552571,0.7042034302666668,0.4113920749996032,1.8778758111111105,0.76191228,0.6822580036567362,0.31774199634326383,0.859478731145326,0.1405212688546739,0.6889919203593099,0.8697741755482945,,,,,,
22,abilene,topozoo/Abilene,7,0.8,uncertainty_aware_lstm_robust_lp,Optimal,0.3132662279001526,0.3924045534552571,0.7367509360000001,0.4274886837023809,1.615137643333333,0.7961875106666667,0.6803495350971395,0.3196504649028606,0.865467372370224,0.13453262762977605,0.6949773104924747,0.8716261122150768,0.457866907119751,1.2197248935699463,1.0438249929799224,0.73675094,1.9646692,Denver->Kansas City & Kansas City->Denver | Kansas City->Indianapolis & Indianapolis->Kansas City
22,abilene,topozoo/Abilene,7,0.8,transformer,Optimal,0.382013527031433,0.47382834486228126,0.6838888711111112,0.3978614599031746,1.8237036533333335,0.7373154333333334,0.6837871118218675,0.31621288817813253,0.8610248667731685,0.1389751332268316,0.6890695612318374,0.8698682800255223,,,,,,
23,abilene,topozoo/Abilene,7,0.8,current_demand_lp,Optimal,0.5038501544577753,0.6050378756154021,0.7778646133333335,0.4541190303730159,2.0743056355555547,0.7778646133333333,0.6809292280394285,0.3190707719605715,0.8881939818136034,0.11180601818639647,0.6898262901594805,0.8818181829262517,,,,,,
23,abilene,topozoo/Abilene,7,0.8,robust_current_demand_lp,Optimal,0.5038501544577753,0.6050378756154021,0.7778646133333335,0.4535196306706349,2.0743056355555547,0.7778646133333333,0.6800900043304999,0.3199099956695001,0.8910352457397857,0.10896475426021443,0.6897185033331693,0.8818181829337814,,,,0.77786461,2.0743056,Denver->Kansas City & Kansas City->Denver
23,abilene,topozoo/Abilene,7,0.8,moving_average,Optimal,0.5857968963033213,0.6666850297406562,0.7586604044444444,0.44177243262142857,2.0230944066666665,0.7586604026666667,0.681017449476964,0.318982550523036,0.8901115469018119,0.109888453098188,0.6889264365966746,0.8818181823982446,,,,,,
