method,prediction_mae,prediction_rmse,nominal_max_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,random_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,topology,seed,load_scale,ablation_family,ablation_variant,experiment_label,method_profile,history_window,transformer_model_dim,transformer_num_heads,transformer_num_layers,transformer_dropout,transformer_epochs,transformer_learning_rate,robust_max_scenarios,robust_num_central_scenarios,robust_include_random_scenario,robust_nominal_weight,robust_worst_case_weight,uncertainty_multiplier_config
linear_autoregressive,0.4112833602314894,0.5103748530256531,1.0896420848786326,1.538248977727778,1.2177642576068377,0.7425668262970423,0.8271161194042853,0.2574331737029576,0.1728838805957146,0.7381397565697078,0.8273842906974924,,,,,,nsfnet,11,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
moving_average,1.0197259968948948,1.1333633945426698,1.1288704821786324,1.6041419823886325,1.189581262076923,0.7434345176347428,0.8274940503154334,0.2565654823652571,0.1725059496845666,0.738949108796198,0.8267682537596556,,,,,,nsfnet,11,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
lstm,0.9633091790597608,1.0682840640569211,0.9950447169230772,1.441393016794872,1.0593529962136754,0.7468902550887381,0.82381412736036,0.253109744911262,0.1761858726396399,0.751275319928914,0.8254949705611452,,,,,,nsfnet,13,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
transformer,0.5683391295379228,0.6588528893503741,1.0087885232239318,1.462233468931624,1.1110371854017094,0.7543486963732473,0.8241870558891333,0.2456513036267527,0.1758129441108666,0.7612498549808024,0.8266659733184364,,,,,,nsfnet,13,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4076165663029421,0.5064338735251572,1.1099499676923077,1.6022180043333334,1.2870697734222225,0.7569576729161607,0.8238924918594809,0.2430423270838392,0.1761075081405191,0.763562980268254,0.8259432769159916,,,,,,nsfnet,13,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
moving_average,1.0660933876883418,1.1753212116249006,1.1841215472735045,1.7091388745726497,1.2777718903418804,0.7541937265104093,0.8236830486733252,0.2458062734895907,0.1763169513266748,0.7612122773982866,0.8264477098814523,,,,,,nsfnet,13,1.0,transformer,tuned_b,transformer:tuned_b,ml_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
lstm,0.9389480435020896,1.053070074276634,0.8918439018358975,1.9551320805128205,1.1669631796837607,0.6822536895534888,0.8373966597110601,0.3177463104465112,0.1626033402889399,0.6906037742895612,0.8373200127580049,,,,,,abilene,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.9303743105348456,1.0447684399052966,0.9015119953641026,1.9799794016666667,1.1802962838547009,0.6824170503590634,0.8373242623371653,0.3175829496409366,0.1626757376628347,0.6906561271751627,0.837225799519932,,,,,,abilene,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4380717462941258,0.5504125459438775,0.9963636072341882,2.515504344615384,1.320877706222222,0.6828360775516578,0.83496248206198,0.3171639224483422,0.16503751793802,0.6893152330768882,0.8352852997295085,,,,,,abilene,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,0.9929256624947504,1.1211483893686625,1.0524392271247864,2.726521764700855,1.393498374136752,0.6828923207942204,0.8362428977859866,0.3171076792057796,0.1637571022140133,0.6893096895802195,0.8363919514684437,,,,,,abilene,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
lstm,0.8944340598873342,1.0130245624238368,0.8988882719589745,1.814413719615385,1.1438557721538465,0.6682446578750665,0.8356985850471248,0.3317553421249336,0.1643014149528752,0.6815640122405873,0.8393709346471053,,,,,,abilene,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.8880659172393714,1.0066357387771716,0.908639821374359,1.831748672820513,1.1558270011162397,0.6677624110712379,0.8358035755889482,0.3322375889287621,0.1641964244110517,0.6814049200831204,0.8395808833106908,,,,,,abilene,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4487388290776791,0.5721091095790738,0.9933776906358974,2.5414453615384613,1.275010977059829,0.6751568443022278,0.8327638133294015,0.3248431556977721,0.1672361866705984,0.6893584051661119,0.8376656100485621,,,,,,abilene,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,0.9434790001453393,1.0816941735208188,1.060547603217094,2.52218682542735,1.370083646,0.6724235118311216,0.8346572024664751,0.3275764881688785,0.1653427975335248,0.6874501034298354,0.8380189364583709,,,,,,abilene,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
lstm,0.9702873941491446,1.082859892974691,0.8871091968000001,1.8609714587179484,1.1458623371111112,0.6884688067878162,0.8397627023180642,0.3115311932121839,0.1602372976819359,0.6862395640594465,0.8397198881558606,,,,,,abilene,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.9494246882535696,1.062509529919899,0.9155516671794872,1.915308923974359,1.1807838739999998,0.6888338766232217,0.8397023905118176,0.3111661233767782,0.1602976094881823,0.6863283317036901,0.8396966719802348,,,,,,abilene,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.429683433838063,0.5363262124158182,0.9656694614700856,2.0503823603846154,1.260851404094017,0.6883171806681653,0.8400278302507826,0.3116828193318346,0.1599721697492174,0.6836800132322269,0.8396798726116926,,,,,,abilene,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,1.032204235475799,1.1556561772695506,1.0378016713504274,2.1910954765384614,1.3641339720598291,0.6885325862914246,0.8399294243438777,0.3114674137085754,0.1600705756561222,0.6849980076806287,0.8400811633861434,,,,,,abilene,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
lstm,0.955824983113679,1.0610420626050543,1.0040051397166667,1.3752266800000004,1.0247874089957263,0.7508815379951764,0.8248637918420971,0.2491184620048236,0.1751362081579029,0.7450409122469499,0.8247861195575263,,,,,,nsfnet,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.924970575621847,1.0287412310613002,1.0476120741521369,1.4356334026452993,1.0680887014615386,0.7502016832185512,0.8251313463722821,0.2497983167814489,0.1748686536277178,0.7462119931979032,0.8255085403407981,,,,,,nsfnet,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4680766785685675,0.5702570888482369,1.1320063499649573,1.5500524362064103,1.2494036464529914,0.750520218148288,0.8251182706453513,0.2494797818517121,0.1748817293546488,0.7464308243067335,0.825605076550311,,,,,,nsfnet,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,1.0085282045316104,1.1201177758641878,1.190280098717094,1.6280654615512822,1.259353085931624,0.7509665639937145,0.8252081103454766,0.2490334360062854,0.1747918896545234,0.7458138282849447,0.8259288709941204,,,,,,nsfnet,7,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
lstm,0.926240501559412,1.034145536040905,0.9493799605128204,1.3501478314017097,0.9848676473888888,0.744142315669015,0.826907468855479,0.255857684330985,0.1730925311445209,0.7402294264002024,0.8259299723307246,,,,,,nsfnet,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.9111982902683154,1.019319500228084,0.9678971311076924,1.376038161131624,1.0047740225982906,0.7401055582500843,0.8274562945764706,0.2598944417499157,0.1725437054235294,0.7347355346506821,0.8264669868221473,,,,,,nsfnet,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4112833602314894,0.5103748530256531,1.0896420848786326,1.538248977727778,1.2177642576068377,0.7425668262970423,0.8271161194042853,0.2574331737029576,0.1728838805957146,0.7381397565697078,0.8273842906974924,,,,,,nsfnet,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,0.9710378974016604,1.0854593066466058,1.1246430496666666,1.599219791286752,1.2125976204957265,0.7442723323338952,0.8272091519902877,0.2557276676661048,0.1727908480097123,0.7397142514881424,0.8264321491507824,,,,,,nsfnet,11,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
lstm,0.9647387260177354,1.0688098739433534,0.9942980527666668,1.4399061977777778,1.0576685171538462,0.7464712885180972,0.8236830822789962,0.2535287114819028,0.1763169177210038,0.7507733728474022,0.8253666719189211,,,,,,nsfnet,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
transformer,0.9418406668080856,1.0441420262810623,1.026301152328205,1.4883232363675214,1.0933137998632478,0.7549004674527647,0.8236629723434933,0.2450995325472352,0.1763370276565067,0.7620487170057889,0.8261658992273685,,,,,,nsfnet,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
linear_autoregressive,0.4076165663029421,0.5064338735251572,1.1099499676923077,1.6022180043333334,1.2870697734222225,0.7569576729161607,0.8238924918594809,0.2430423270838392,0.1761075081405191,0.763562980268254,0.8259432769159916,,,,,,nsfnet,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
moving_average,1.0144868547819077,1.1255592330810542,1.1801665028179489,1.7014524976153846,1.3035986924444445,0.7527855459033559,0.8235686718467838,0.2472144540966439,0.1764313281532161,0.7597924379494375,0.8264601863075178,,,,,,nsfnet,13,1.0,transformer,tuned_c,transformer:tuned_c,ml_only,6,128,4,3,0.1,150,0.003,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9239031586666666,2.0220731233333336,1.2081868684188033,0.6810879238520674,0.8371846484902661,0.3189120761479324,0.1628153515097339,0.6954635333018511,0.838437367033579,0.6164095401763916,1.517130732536316,1.0182989673180851,0.92390316,2.4637417,abilene,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.9320892767521368,1.8847186566666665,1.1867169107521367,0.6708095364722463,0.8340394944913707,0.3291904635277537,0.1659605055086292,0.6818181845677965,0.8390529837680691,0.6002161502838135,1.4041348695755005,1.0185558654470752,0.93208928,2.4855714,abilene,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9209868748717948,2.455964992478632,1.1870552882051282,0.6911026362176151,0.8382386538168564,0.3088973637823848,0.1617613461831436,0.6911976877230251,0.8377180979647603,0.6327958703041077,1.2704874277114868,1.0181937274210484,0.92098687,2.455965,abilene,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.0230608708888889,1.4047677029059829,1.0462028931111111,0.7615375744644044,0.8299125793723567,0.2384624255355955,0.1700874206276432,0.7551804476810635,0.8309740953609102,0.6234637498855591,1.1295514106750488,1.0185151560336532,1.0230609,1.8992824,nsfnet,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,0.9684973166666668,1.3755172894222223,1.0053877778786324,0.7665225549114832,0.8330629779750958,0.2334774450885167,0.1669370220249042,0.7602215689619485,0.8314369083586011,0.605587899684906,1.1780002117156982,1.0186526814007837,0.96849732,1.8886957,nsfnet,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.0138208333333334,1.4687055017094015,1.079286508948718,0.7656884058133596,0.8281723420128831,0.2343115941866403,0.1718276579871168,0.7681478583463768,0.8307378742821085,0.6300446391105652,1.2896050214767456,1.0185642481209398,1.0138208,2.0223168,nsfnet,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,uncertainty,mult_0p1,uncertainty:mult_0p1,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.1
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9500242044444444,2.0777950666666665,1.2420280415384617,0.6809286922137983,0.8371677603879168,0.3190713077862017,0.1628322396120832,0.6953459670449857,0.8384545093319699,0.6164095401763916,1.517130732536316,1.0457474049990665,0.9500242,2.5333979,abilene,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.95884906974359,2.556930850427351,1.2208321776239317,0.6809465589662095,0.833213359625948,0.3190534410337906,0.166786640374052,0.6993488930242984,0.8391809281891724,0.6002161502838135,1.4041348695755005,1.0463896244912123,0.95884907,2.5569308153846158,abilene,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.1698812720051396,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.1652551518272225,0.689273475870902,0.8385456568509256,,,,,,abilene,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9596848073237316,1.0730961490737745,0.9468887392991452,2.525036631794872,1.219844680547009,0.6911355260014216,0.8382489443756778,0.3088644739985783,0.1617510556243222,0.6914269509022932,0.8377980090646245,0.6327958703041077,1.2704874277114868,1.0454842362554246,0.94688874,2.5250366,abilene,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4605105672801152,0.6128938081046218,1.006094339928718,2.6829182362393165,1.323109288625641,0.6913894814213626,0.8364824554272255,0.3086105185786374,0.1635175445727744,0.6884409329015025,0.8345633989019936,,,,1.0060943323076923,2.682918246153846,abilene,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4605105672801152,0.6128938081046218,1.0060943399589743,2.1764712925641025,1.323109288625641,0.6889999316203799,0.8405474463153784,0.3110000683796201,0.1594525536846216,0.6846650632967785,0.8407121961660065,,,,,,abilene,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9537070777087754,1.0595626127038025,1.051097666,1.44309172991453,1.0747536432307692,0.7613004244887072,0.829909098314373,0.2386995755112928,0.170090901685627,0.7549428645146344,0.8309921146717668,0.6234637498855591,1.1295514106750488,1.0462878841220518,1.0510977,1.9517607,nsfnet,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133162394,1.5818307889948715,1.2760194572820514,0.7506386288492964,0.8253923689665178,0.2493613711507036,0.1746076310334822,0.744614378911713,0.8271882342803697,,,,,,nsfnet,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4531796980773516,0.588977510287038,1.1588839133589743,1.5818307889948715,1.2760194572820514,0.7625226489221194,0.8301252120654977,0.2374773510778806,0.1698747879345023,0.754829080772119,0.8321828532839789,,,,1.1588839023076924,2.1505148384615387,nsfnet,7,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.926015528287887,1.034796023899856,0.99518244,1.412913325,1.0328356019034188,0.7663898928972602,0.8330565587935771,0.2336101071027398,0.1669434412064228,0.7600808841883621,0.8314535405733572,0.605587899684906,1.1780002117156982,1.046631792363146,0.99518244,1.9396734,nsfnet,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4417701581022181,0.5781362915959939,1.092128738923077,1.5572736494811965,1.2252970682564102,0.7689885709138573,0.8334389550756087,0.2310114290861426,0.1665610449243913,0.7619504697547885,0.8300836562846824,,,,1.0921287246153846,2.1273938384615385,nsfnet,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4417701581022181,0.5781362915959939,1.0921287391068375,1.5572736494811965,1.2252970682564102,0.7450637480749209,0.8280040987767847,0.254936251925079,0.1719959012232152,0.7410816411689759,0.8269038334507826,,,,,,nsfnet,11,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9633091790597608,1.0682840640569211,1.041984997863248,1.5096742178205127,1.1091867748547009,0.7653827848856178,0.828233722568265,0.2346172151143822,0.1717662774317349,0.7676526623191446,0.830754946277134,0.6300446391105652,1.2896050214767456,1.0464106381286502,1.041985,2.0774423,nsfnet,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
robust_current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184265384616,1.647733181760684,1.3165464363333332,0.7643701454181796,0.8280420302916364,0.2356298545818204,0.1719579697083637,0.766127693874749,0.832161014154984,,,,1.150518423076923,2.293931269230769,nsfnet,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
current_demand_lp,0.4537682263795952,0.5858631056139951,1.1505184266324788,1.647733181760684,1.3165464363333332,0.7513911083011124,0.8233029760640662,0.2486088916988875,0.1766970239359337,0.7580359893316853,0.8271372642882338,,,,,,nsfnet,13,1.0,uncertainty,mult_0p25,uncertainty:mult_0p25,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.25
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9761452422222222,2.133516981666667,1.275869203982906,0.6807776036275404,0.8371517375755051,0.3192223963724597,0.1628482624244949,0.6952328135080752,0.8384702340859783,0.6164095401763916,1.517130732536316,1.0731958380005229,0.97614524,2.603054,abilene,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
robust_current_demand_lp,0.4433976826254998,0.606898227305894,1.019700093935043,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.163726946676506,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
current_demand_lp,0.4433976826254998,0.606898227305894,1.0197000942564105,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.1643391322977921,0.6889323656775527,0.8358375184848105,,,,,,abilene,7,1.0,uncertainty,mult_0p4,uncertainty:mult_0p4,lp_only,8,128,8,2,0.1,160,0.001,3,1,0,0.5,0.5,0.4
