topology,load_scale,method,prediction_mae_mean,prediction_rmse_mean,nominal_max_utilization_mean,nominal_max_utilization_std,critical_failure_reopt_max_utilization_mean,random_failure_reopt_max_utilization_mean,critical_failure_fixed_disrupted_fraction_mean,random_failure_fixed_disrupted_fraction_mean,critical_failure_fixed_fairness_mean,random_failure_fixed_fairness_mean,robust_worst_case_utilization_mean
sample,1.0,moving_average,0.976283684694955,1.1564910734811509,0.4255334846711111,0.0050665649441815775,0.8085136178461538,0.7593260818708181,0.27013207687680296,0.16367851655487986,0.7633177397319504,0.8505931157353481,
sample,1.0,robust_current_demand_lp,0.4396637482615583,0.6466953410316119,0.41027862661533576,0.0032368859875116208,0.7794676422876923,0.7128805418778998,0.2673808290893224,0.16358187392902035,0.7692389446511779,0.8486369292417391,0.7794676438461539
sample,1.0,transformer,0.5500504060170145,0.677544024231895,0.3526280720685714,0.014834540127171586,0.6699933343907692,0.6302605416854701,0.27190902046021936,0.16659850215992772,0.7621512635779772,0.8491250400658453,
sample,1.0,uncertainty_aware_lstm_robust_lp,0.6120631239038898,0.7631437036503322,0.3869215112234432,0.0016676013186493774,0.7351508681538461,0.6809804910858364,0.26707850123911514,0.16526661993055314,0.7740811702500958,0.8486953842671492,0.7351508665384616
sample,1.2,current_demand_lp,0.5047102018500724,0.7401926870650165,0.4918019246947497,0.004815395694524454,0.9344236541553845,0.854897983810867,0.27036262936194966,0.16211228358690088,0.7619067526284957,0.8513505632181493,
sample,1.2,linear_autoregressive,0.6779608059545295,0.8746957994593989,0.4835032146639805,0.043588209296568654,0.9170190506646153,0.8458981814123931,0.2731654257182088,0.16661546885975448,0.7640650169028607,0.8455210286006047,
sample,1.2,lstm,1.0093015682998825,1.1936373035850467,0.43121246954285714,0.006697166225447262,0.8193036879692308,0.7682559522283272,0.271087273481159,0.1643993236287374,0.7636202136846906,0.8506855356218739,
sample,1.2,moving_average,1.1666071326883651,1.3734672981637346,0.5106708464132601,0.006375599206495162,0.9702746052307691,0.9111831434583639,0.27026680107137674,0.16373063218193495,0.7633801608915631,0.8505644497218297,
sample,1.2,robust_current_demand_lp,0.5047102018500724,0.7401926870650165,0.4918019247538461,0.00481539538923391,0.9344236541553845,0.854897983810867,0.267944377667697,0.1639358353126107,0.7687862969756261,0.84823356806794,0.9344236515384615
sample,1.2,transformer,0.589640335255559,0.7326747221383969,0.4464543862791209,0.0009729836895082003,0.8482633315307693,0.7853010546409036,0.27106208733230996,0.1659782825140813,0.763807648427804,0.8490053944677671,
sample,1.2,uncertainty_aware_lstm_robust_lp,1.0093015682998825,1.1936373035850467,0.45273750665274726,0.008065885547671323,0.8602012594461539,0.8051187337002441,0.2673499059260762,0.1654239731664282,0.773608442587782,0.8484172025985283,0.8602012573076923
