method,prediction_mae,prediction_rmse,nominal_max_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,random_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,topology,load_scale,seed
linear_autoregressive,0.37767569071515356,0.4891169393018583,0.7949274594290597,1.8818389201709402,1.020584865480342,0.6727662518184249,0.8327673298665359,0.32723374818157513,0.16723267013346405,0.6863817362356114,0.8377768636249372,,,,,,abilene,0.8,11
current_demand_lp,0.3837256861735574,0.5349124663324025,0.8219180937562393,1.976369938662393,1.0616041772692308,0.6728443192039827,0.8367591717675087,0.3271556807960173,0.16324082823249128,0.687812560870011,0.8402971999319735,,,,,,abilene,0.8,11
robust_current_demand_lp,0.3837256861735574,0.5349124663324025,0.8219180939384615,2.060001733491453,1.0616041772692308,0.6693205916530081,0.8354294889035019,0.33067940834699205,0.1645705110964981,0.6917544570240598,0.8401565700801432,,,,0.8219180946153847,2.1917815846153847,abilene,0.8,11
moving_average,0.7980805296294745,0.9163298629795327,0.8538449575811966,2.200618129102564,1.0959789766239316,0.6741887375851008,0.8331318386539847,0.32581126241489916,0.1668681613460154,0.6896450754313519,0.836636955031492,,,,,,abilene,0.8,11
transformer,0.6228416261519218,0.7288956947059838,0.8845708860547009,2.057069103034188,1.1595054917094019,0.6821600686683069,0.8364374218963049,0.3178399313316931,0.16356257810369507,0.6899398040136873,0.837184087369169,,,,,,abilene,1.0,7
lstm,0.9279566830963965,1.0420578647100618,0.9064891377777777,1.9849251783333335,1.1856260977094017,0.6819110896258486,0.8372116971719941,0.3180889103741516,0.1627883028280059,0.6906182810905002,0.8373183920843174,,,,,,abilene,1.0,7
uncertainty_aware_lstm_robust_lp,0.9279566830963965,1.0420578647100618,0.9500242044444445,2.0777950666666665,1.2420280415384615,0.6809286922137983,0.8371677603879168,0.31907130778620174,0.16283223961208323,0.6953459670449857,0.8384545093319699,0.6164095401763916,1.517130732536316,1.0457474049990663,0.9500241999999999,2.5333979,abilene,1.0,7
linear_autoregressive,0.4380717462941258,0.5504125459438775,0.9963636072341882,2.515504344615384,1.3208777062222221,0.6828360775516578,0.83496248206198,0.3171639224483422,0.16503751793802002,0.6893152330768882,0.8352852997295085,,,,,,abilene,1.0,7
robust_current_demand_lp,0.44339768262549983,0.606898227305894,1.0197000939350427,2.5730114559401707,1.346240424880342,0.6799264553817911,0.836273053323494,0.3200735446182089,0.16372694667650606,0.6876251524724033,0.8368437887579891,,,,1.0197000892307693,2.719200246153846,abilene,1.0,7
current_demand_lp,0.44339768262549983,0.606898227305894,1.0197000942564103,2.644904238119658,1.346240424880342,0.6821081631954236,0.8356608677022078,0.3178918368045765,0.16433913229779212,0.6889323656775527,0.8358375184848105,,,,,,abilene,1.0,7
moving_average,1.0464448115922858,1.1702570179045717,1.0581200784957265,2.7335387042307695,1.393699669497436,0.682629766715203,0.8359071638999702,0.3173702332847969,0.1640928361000299,0.6892627886740748,0.836214983625417,,,,,,abilene,1.0,7
lstm,0.8819867278780898,1.001753768883526,0.9142494160888889,2.4379984398290597,1.163973403162393,0.676127660137481,0.8331672218744767,0.32387233986251907,0.1668327781255234,0.6909035955909781,0.8367293309366914,,,,,,abilene,1.0,11
transformer,0.5189309744852459,0.6246191466664903,0.9233282410017094,2.408750399059829,1.17924116651453,0.6750951242969557,0.8334884124313885,0.3249048757030443,0.16651158756861145,0.6917200643923646,0.8383181563523062,,,,,,abilene,1.0,11
uncertainty_aware_lstm_robust_lp,0.8819867278780898,1.001753768883526,0.9588490697435899,2.556930850427351,1.2208321776239317,0.6809465589662095,0.833213359625948,0.3190534410337906,0.16678664037405205,0.6993488930242984,0.8391809281891724,0.6002161502838135,1.4041348695755005,1.0463896244912123,0.95884907,2.5569308153846153,abilene,1.0,11
linear_autoregressive,0.4487388290776791,0.5721091095790738,0.9933776906358974,2.5414453615384613,1.275010977059829,0.6751568443022278,0.8327638133294015,0.32484315569777217,0.16723618667059845,0.6893584051661119,0.8376656100485621,,,,,,abilene,1.0,11
robust_current_demand_lp,0.4391067647187867,0.6118360794536963,1.026765458711111,2.6277400845299144,1.3255718974410255,0.669235961156221,0.8301187279948603,0.3307640388437791,0.16988127200513964,0.6908492417766401,0.835258984351893,,,,1.0267654538461537,2.7380412230769227,abilene,1.0,11
current_demand_lp,0.4391067647187867,0.6118360794536963,1.0267654593880342,2.5717227874786324,1.3255718974410255,0.6740166055282312,0.8347448481727775,0.3259833944717689,0.16525515182722253,0.689273475870902,0.8385456568509256,,,,,,abilene,1.0,11
moving_average,0.9913163802024929,1.124593490734152,1.0660891135524786,2.638235657905983,1.368406401042735,0.673126613139056,0.8347928766486498,0.3268733868609439,0.16520712335135027,0.6882826664112559,0.8380008970924547,,,,,,abilene,1.0,11
transformer,0.7030745011399326,0.8142601987187502,1.0502418994769231,2.53780553482906,1.3793982821794872,0.6821836581912453,0.83716302798776,0.3178163418087547,0.16283697201224004,0.6899007485226716,0.8375628630978522,,,,,,abilene,1.2,7
lstm,1.1138633276993437,1.2414836608592164,1.0821669726495724,2.3692562400000003,1.4153601870769232,0.6822359023562474,0.8372199711650694,0.31776409764375263,0.16278002883493053,0.690623733378911,0.8373106696981348,,,,,,abilene,1.2,7
